material_a,material_b,ground_truth,reason,critical_conflict,category
NEC-FLG-44147,NEC-B-B38FD311,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
NEC-DUP-74110,NEC-B-05DD9D7D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
GME-VLV-45810,GME-B-F12DA4DB,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
GME-BRG-17296,GME-B-C1BDE3FC,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-DUP-29771,AHM-B-75628CFF,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-BRG-76216,GME-B-50BB2DF7,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
CPI-LUB-75778,CPI-B-0C3E02A7,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
CPI-BRG-47506,CPI-B-70F48B90,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-BRG-82356,NEC-B-EA9D3D09,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-DUP-21944,AHM-B-638C6853,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
BUS-GSK-52411,BUS-B-FCF0D93F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
CPI-INS-70067,CPI-B-EB4D4825,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
BUS-INS-66537,BUS-B-B533DB5E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
NEC-FLG-11954,NEC-B-99064BD4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
NEC-DUP-91993,NEC-B-9426BD15,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
AHM-MTR-86923,AHM-B-EFC25507,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
AHM-BRG-71910,AHM-B-DCB0B472,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-BRG
AHM-INS-92620,AHM-B-9AC7067A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
NEC-VLV-32351,NEC-B-227E2602,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
AHM-BRG-30273,AHM-B-54915E5A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-DUP-41198,NEC-B-CEA0288B,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
GME-CFL-59077,GME-B-666967DE,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-PPE-95112,NEC-B-BCDE35B7,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PPE
NEC-LUB-23322,NEC-B-6EFEBA93,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
AHM-PMP-24319,AHM-B-EE89BFD6,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
BUS-BRG-24139,BUS-B-AA0BCE95,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-MTR-81634,BUS-B-5F48AB09,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-MTR
BUS-LUB-23162,BUS-B-CC7E7AFA,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
BUS-FLG-43175,BUS-B-1DF11563,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
AHM-PIP-54789,AHM-B-8E3C753B,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PIP
CPI-BRG-73246,CPI-B-9A4C20AF,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-ELC-64049,GME-B-1DC1E216,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
NEC-PIP-14553,NEC-B-8E545B3E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
GME-DUP-26420,GME-B-0DC8A591,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
GME-FST-63841,GME-B-D1E45186,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
GME-BRG-83541,GME-B-B5BF58AD,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-LUB-76628,GME-B-099FBB1E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
GME-VLV-39518,GME-B-62BC4203,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-BRG-59535,CPI-B-7D0DEA7C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-CBL-35100,GME-B-2F57B2DD,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-BRG-67902,GME-B-3679EC76,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-BRG
BUS-MTR-16030,BUS-B-72DD6DB3,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
BUS-DUP-64706,BUS-B-B2502371,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
NEC-LUB-20536,NEC-B-4B583BB1,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
BUS-CFL-46974,BUS-B-EC43C618,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-BRG
BUS-BRG-38217,BUS-B-7D2087F2,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-DUP-62946,GME-B-58E155D9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
AHM-INS-28618,AHM-B-7732846F,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-INS
NEC-CFL-15193,NEC-B-9187E73E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-ELC-61398,NEC-B-2ABB5F78,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
GME-GSK-47871,GME-B-597AC5F5,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
CPI-PIP-73809,CPI-B-53FBCADA,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
AHM-LUB-85171,AHM-B-A6B6226C,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
CPI-PIP-33385,CPI-B-9CA158F2,NOT_EQUIVALENT,"Same category, critical attribute conflict",schedule,CAT-PIP
CPI-ELC-95698,CPI-B-6BAB92B7,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-ELC
GME-PMP-76527,GME-B-5AEE4D30,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PMP
GME-BRG-45489,GME-B-A16E3DB1,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-CFL-40940,CPI-B-3B4B00D3,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PIP
AHM-DUP-14666,AHM-B-D75820F6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
CPI-LUB-87561,CPI-B-8293F2CC,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-LUB
NEC-FST-89924,NEC-B-8916CB91,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
GME-DUP-33351,GME-B-2780C156,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
AHM-BRG-15698,AHM-B-D45D5EB2,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-ELC-43789,AHM-B-87C25A35,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
NEC-INS-26231,NEC-B-825B19F4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
NEC-BRG-88539,NEC-B-7F04B957,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
NEC-BRG-18641,NEC-B-A84445FA,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-90822,AHM-B-25C94E33,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-CFL-66985,AHM-B-903EE98A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-VLV-87140,NEC-B-1DE16B2C,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-PMP-24117,CPI-B-61D9E000,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PMP
AHM-ELC-93361,AHM-B-9989921F,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-ELC
AHM-PIP-52293,AHM-B-AA2190F0,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
NEC-FST-45039,NEC-B-97DAD925,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
NEC-VLV-54591,NEC-B-1BB45090,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
GME-BRG-22278,GME-B-252F049A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-61209,CPI-B-AB75AB90,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
BUS-MTR-31398,BUS-B-68F46892,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
GME-ELC-74039,GME-B-8F7F0F1B,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
AHM-PPE-95471,AHM-B-271759DC,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
GME-FLG-80890,GME-B-B51E1FD4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
CPI-BRG-51681,CPI-B-A65C7ACB,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
BUS-FLG-14870,BUS-B-61AA4857,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
GME-VLV-39518,GME-B-A1235CE6,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-PPE-23801,CPI-B-FE23EEB0,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
BUS-CFL-10091,BUS-B-EDE05E07,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
BUS-PIP-10929,BUS-B-8AA6FD97,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
AHM-MTR-71005,AHM-B-34BF4F50,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-MTR
CPI-ELC-21413,CPI-B-879C4CB6,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
NEC-DUP-29496,NEC-B-947D63DD,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
CPI-DUP-93643,CPI-B-8E5A33B6,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
AHM-BRG-31471,AHM-B-42BE98FF,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-PMP-87547,GME-B-DE2240F2,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
NEC-DUP-13418,NEC-B-60A01C3F,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
BUS-VLV-19742,BUS-B-4FFF8259,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
BUS-BRG-84381,BUS-B-C9E237A4,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-LUB-38731,GME-B-3B42C6BE,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
GME-DUP-74826,GME-B-83B00726,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
CPI-GSK-34931,CPI-B-0E7303D2,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
BUS-DUP-76854,BUS-B-61BCF387,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PIP
CPI-FLG-38058,CPI-B-55574CDE,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
AHM-VLV-33785,AHM-B-CFFE39E0,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
BUS-VLV-34387,BUS-B-E24C891F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
AHM-DUP-47212,AHM-B-26EF3DE1,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
BUS-BRG-26175,BUS-B-0A856549,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-BRG-17980,GME-B-69935FA0,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-ELC-18207,AHM-B-BCE36042,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
NEC-ELC-89875,NEC-B-B63B8E08,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
GME-VLV-51650,GME-B-78D7D038,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
NEC-CFL-97878,NEC-B-CB317859,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
CPI-PMP-47030,CPI-B-4739BE66,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
GME-BRG-76216,GME-B-44E0A63A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FLG-47413,AHM-B-20AA0213,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
NEC-FST-24547,NEC-B-0C684EFB,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
CPI-PIP-41940,CPI-B-AC7203C1,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
BUS-CFL-26505,BUS-B-0DF0D868,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
NEC-DUP-91806,NEC-B-32C8B655,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-INS-58473,CPI-B-243942B4,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-INS
NEC-PIP-37905,NEC-B-183FDC38,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PIP
GME-CBL-70063,GME-B-452F37F0,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
BUS-PPE-22953,BUS-B-764A2240,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
AHM-BRG-25928,AHM-B-5A6B0D28,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-VLV-36641,GME-B-6EC6C494,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
GME-DUP-63150,GME-B-DD2244AE,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
GME-ELC-56439,GME-B-AD3C9B28,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
NEC-DUP-69927,NEC-B-116F55CB,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
CPI-FLG-26011,CPI-B-BEBF6DF7,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
BUS-INS-73851,BUS-B-E16AC16A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
GME-GSK-50682,GME-B-ECEF8EB0,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
GME-FLG-48050,GME-B-E89A9CD1,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
BUS-VLV-83440,BUS-B-F467E4E4,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
BUS-ELC-48567,BUS-B-4476969B,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
BUS-FST-83504,BUS-B-409B07E9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
BUS-MTR-55067,BUS-B-A58DF5B6,RELATED,"Same category/mfg, different size/specs",NONE,CAT-MTR
GME-PIP-48972,GME-B-9029ACE8,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
BUS-DUP-80838,BUS-B-95F8D343,RELATED,"Same category/mfg, different size/specs",NONE,CAT-MTR
CPI-INS-78371,CPI-B-B92DC656,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
CPI-VLV-81841,CPI-B-6291AD9D,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
NEC-PIP-94435,NEC-B-9B3B7096,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
BUS-PMP-15565,BUS-B-02FA04C5,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
GME-INS-69656,GME-B-719EDCF6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
BUS-PIP-60833,BUS-B-05ECCFC4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
NEC-VLV-76835,NEC-B-9A0284E0,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
BUS-PMP-78127,BUS-B-490876C5,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
BUS-LUB-90427,BUS-B-959B3FD5,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-LUB
BUS-FST-10622,BUS-B-A1F0AF1F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
AHM-FLG-37555,AHM-B-57C1C6DD,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FLG
CPI-PMP-25170,CPI-B-8D038C8D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
CPI-DUP-92686,CPI-B-B6949387,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
NEC-LUB-50379,NEC-B-D83EB2E7,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
BUS-BRG-97973,BUS-B-C79C0C3C,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
CPI-MTR-63738,CPI-B-553A5E46,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-MTR
GME-BRG-82808,GME-B-28470E08,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FLG-75356,AHM-B-764DAC0C,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FLG
AHM-PMP-76900,AHM-B-CBD0D8C2,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
AHM-CFL-70635,AHM-B-B7270D17,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
GME-CFL-32341,GME-B-B4B5CEB4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
CPI-BRG-76366,CPI-B-0E4EBA1C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-DUP-52909,NEC-B-917E52AE,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FLG
GME-PPE-31306,GME-B-0E15A4C2,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
NEC-DUP-11548,NEC-B-80286846,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-MTR
NEC-BRG-88539,NEC-B-ECA26493,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-PPE-10171,GME-B-23DB6DE2,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
GME-LUB-94897,GME-B-81D39205,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
BUS-BRG-78084,BUS-B-3D9D181E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-BRG
CPI-PIP-89605,CPI-B-5DF1B7CC,NOT_EQUIVALENT,"Same category, critical attribute conflict",diameter,CAT-PIP
CPI-ELC-85597,CPI-B-EA46761D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
GME-BRG-54785,GME-B-BEFB8C00,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
AHM-INS-39018,AHM-B-21A90C1F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
CPI-INS-30909,CPI-B-F1A0FF38,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-INS
BUS-FST-85574,BUS-B-60DDBCD4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
CPI-ELC-69571,CPI-B-74EEF572,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
GME-INS-74602,GME-B-4A9F6F27,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
NEC-BRG-88539,NEC-B-3FA2CA4E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-PMP-81360,BUS-B-CC72BB88,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PMP
AHM-PMP-64707,AHM-B-49C9F071,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
CPI-INS-94976,CPI-B-3F07C91E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-DUP-61539,AHM-B-AF86B8F0,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PMP
CPI-VLV-58500,CPI-B-F0D7044A,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
AHM-PMP-15131,AHM-B-CC7455CC,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
AHM-ELC-53831,AHM-B-986A9800,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
AHM-ELC-74254,AHM-B-971127DD,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
CPI-CBL-95103,CPI-B-5D060C38,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
CPI-DUP-29359,CPI-B-A07CDDAE,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
CPI-INS-71482,CPI-B-0F7C3854,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
BUS-ELC-40724,BUS-B-C6EDE075,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
CPI-FST-49348,CPI-B-B471AE98,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
AHM-BRG-34834,AHM-B-3711491B,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-PPE-66632,GME-B-DB2DC70D,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
AHM-PPE-48973,AHM-B-81D85D74,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
NEC-PPE-61642,NEC-B-19C4E1C6,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
AHM-PPE-82294,AHM-B-C8C2882C,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
AHM-CBL-64827,AHM-B-091A286D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
CPI-CBL-96361,CPI-B-AC441818,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
NEC-GSK-81061,NEC-B-88EA94BC,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
CPI-FST-85451,CPI-B-15EE03BA,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
CPI-PMP-11183,CPI-B-BDB62375,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
AHM-BRG-45116,AHM-B-B5C2AAD5,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-BRG-71729,NEC-B-E01CAB75,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-DUP-74129,GME-B-8A21BCA7,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
BUS-VLV-62662,BUS-B-30BF3417,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
AHM-DUP-22646,AHM-B-D8D7C74E,NOT_EQUIVALENT,"Same category, critical attribute conflict",power,CAT-MTR
NEC-DUP-11963,NEC-B-BCDE5827,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
NEC-PMP-74320,NEC-B-B497F4D8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
